id,word_vocalized,word_clean,transliteration,root,pos,semantic_intent,fusha_equivalent,definition,region,synonyms,phonetic_variants,note,source,examples,proverbs,tags,searchable_text
781,اَللَّصَف,اللصف,allSf,لصف,Noun,object,شجر اللصف,نوع من أنواع الشجر الكبيرة التي تتكاثر في الأودية الجبلية.,general,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""f"": ""الوادي مليء بأشجار اللصف."", ""h"": ""الوادي مليان شجر لصف.""}]",[],"[""nature"", ""plants"", ""tree""]","الكلمة: اَللَّصَف (اللصف)
الجذر: لصف
الفصحى: شجر اللصف
المعنى: نوع من أنواع الشجر الكبيرة التي تتكاثر في الأودية الجبلية.
مثال: الوادي مليان شجر لصف.
الوسوم: nature، plants، tree"
782,اَللَّدُوح,اللدوح,alldwH,لدح,Noun,object,الضرب / التأديب,الضرب بالعصا أو باليد بقصد التأديب.,general,"[""ضرب""]",[],في المثل: الرجال بالمدوح والبنات باللدوح.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""f"": ""تلقى ضرباً مبرحاً."", ""h"": ""جاه لدوح لما شبع.""}]","[""الرجال بالمدوح والبنات باللدوح""]","[""actions"", ""beat""]","الكلمة: اَللَّدُوح (اللدوح)
الجذر: لدح
الفصحى: الضرب / التأديب
المعنى: الضرب بالعصا أو باليد بقصد التأديب.
المرادفات: ضرب
مثال: جاه لدوح لما شبع.
الوسوم: actions، beat
ملاحظة: في المثل: الرجال بالمدوح والبنات باللدوح."
783,لَا حَد,لا حد,la Hd,احد,Expression,expression,لا أحد,تعبير بمعنى لا يوجد أحد، حيث يسقط الألف للنفي.,general,"[""ما حد""]",[],يقول الشاعر: سرحت ولا حد شافها.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""f"": ""ذهبت للسوق ولم أجد أحداً هناك."", ""h"": ""رحت السوق ولا حد هناك.""}]",[],"[""expressions"", ""no one""]","الكلمة: لَا حَد (لا حد)
الجذر: احد
الفصحى: لا أحد
المعنى: تعبير بمعنى لا يوجد أحد، حيث يسقط الألف للنفي.
المرادفات: ما حد
مثال: رحت السوق ولا حد هناك.
الوسوم: expressions، no one
ملاحظة: يقول الشاعر: سرحت ولا حد شافها."
784,لَهَجْ,لهج,lhj,لهج,Noun,object,النافذة / الشباك,فتحة في الجدار تسمح بمرور الضوء والهواء، وتسمى في بعض المناطق بالخلفة.,general,"[""خلفة"", ""شباك"", ""طاقة""]",[],يستخدم اللفظ غالباً في عمارة البيوت الطينية القديمة، ويرتبط بتهوية الغرف.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""f"": ""افتح النافذة ليدخل بعض الهواء."", ""h"": ""افتح اللهج عشان يدخل شوية هواء.""}]",[],"[""daily life"", ""architecture"", ""window""]","الكلمة: لَهَجْ (لهج)
الجذر: لهج
الفصحى: النافذة / الشباك
المعنى: فتحة في الجدار تسمح بمرور الضوء والهواء، وتسمى في بعض المناطق بالخلفة.
المرادفات: خلفة، شباك، طاقة
مثال: افتح اللهج عشان يدخل شوية هواء.
الوسوم: daily life، architecture، window
ملاحظة: يستخدم اللفظ غالباً في عمارة البيوت الطينية القديمة، ويرتبط بتهوية الغرف."
785,لَقْرَحْ,لقرح,lqrH,قرح,Noun,object,الأقرع (تيس بدون قرون),يطلق هذا الاسم على التيس أو الكبش الذي خلق بدون قرون.,general,[],[],في الثقافة المحلية، قد يفضل البعض هذا النوع لسهولة التعامل معه وعدم نطحه.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""f"": ""اشترينا تيساً أقرع (بدون قرون) سميناً للعيد."", ""h"": ""شرينا لقرح سمين للعيد.""}]",[],"[""animals"", ""nature"", ""animal""]","الكلمة: لَقْرَحْ (لقرح)
الجذر: قرح
الفصحى: الأقرع (تيس بدون قرون)
المعنى: يطلق هذا الاسم على التيس أو الكبش الذي خلق بدون قرون.
مثال: شرينا لقرح سمين للعيد.
الوسوم: animals، nature، animal
ملاحظة: في الثقافة المحلية، قد يفضل البعض هذا النوع لسهولة التعامل معه وعدم نطحه."
786,اَللِّيَاسَة,اللياسة,allyash,ليس,Noun,object,المِسْطَرين (أداة تمليس الجدران),أداة مسطحة يستخدمها البناء لتسوية وتمليس الطين أو النورة على الجدران أثناء عملية المحض.,general,[],[],ترتبط اللياسة بعملية 'المحض' وهي الطبقة النهائية من الطين أو النورة التي تغطي الجدار.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""f"": ""أعطِ البناء أداة التمليس لينهي العمل في الجدار."", ""h"": ""ناول البناء اللياسة عشان يخلص الجدار.""}]",[],"[""tools"", ""construction"", ""wall""]","الكلمة: اَللِّيَاسَة (اللياسة)
الجذر: ليس
الفصحى: المِسْطَرين (أداة تمليس الجدران)
المعنى: أداة مسطحة يستخدمها البناء لتسوية وتمليس الطين أو النورة على الجدران أثناء عملية المحض.
مثال: ناول البناء اللياسة عشان يخلص الجدار.
الوسوم: tools، construction، wall
ملاحظة: ترتبط اللياسة بعملية 'المحض' وهي الطبقة النهائية من الطين أو النورة التي تغطي الجدار."
787,اَللِّسْتِرِكْ,اللسترك,allstrk,لسترك,Noun,object,الكهرباء,لفظ محرف من الإنجليزية (Electric) ويستخدم للإشارة إلى التيار الكهربائي.,general,[],[],الكلمة دخيلة ومحرفة من الكلمة الإنجليزية Electric، وشاع استخدامها قديماً في المناطق الساحلية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""f"": ""انقطعت الكهرباء الليلة في الحي بأكمله."", ""h"": ""اللسترك طفي الليلة في الحافة كلها.""}]",[],"[""daily life"", ""technology"", ""electricity""]","الكلمة: اَللِّسْتِرِكْ (اللسترك)
الجذر: لسترك
الفصحى: الكهرباء
المعنى: لفظ محرف من الإنجليزية (Electric) ويستخدم للإشارة إلى التيار الكهربائي.
مثال: اللسترك طفي الليلة في الحافة كلها.
الوسوم: daily life، technology، electricity
ملاحظة: الكلمة دخيلة ومحرفة من الكلمة الإنجليزية Electric، وشاع استخدامها قديماً في المناطق الساحلية."
788,لَقِيْتْ,لقيت,lqyt,لقي,Verb,action,فعلت / صنعت,فعل يستخدم للسؤال أو الإخبار عن القيام بعمل ما، بفتح التاء وتشديد القاف.,general,[],[],تنطق بفتح التاء وتشديد القاف، وهي تختلف عن 'لقيتُ' الفصحى التي تعني وجدتُ الشيء.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 117,"[{""f"": ""لماذا فعلت هذا؟ أردتك أن تصنع غيره."", ""h"": ""ليش لقيت كذا؟ بغيتك تصلح غيره.""}]",[],"[""verbs"", ""communication"", ""did""]","الكلمة: لَقِيْتْ (لقيت)
الجذر: لقي
الفصحى: فعلت / صنعت
المعنى: فعل يستخدم للسؤال أو الإخبار عن القيام بعمل ما، بفتح التاء وتشديد القاف.
مثال: ليش لقيت كذا؟ بغيتك تصلح غيره.
الوسوم: verbs، communication، did
ملاحظة: تنطق بفتح التاء وتشديد القاف، وهي تختلف عن 'لقيتُ' الفصحى التي تعني وجدتُ الشيء."
789,اَللَّانَه,اللانه,allanh,لان,Noun,object,ردفة الباب أو النافذة,أحد أجزاء الباب أو النافذة الخشبية، وهي الضلفة أو الردفة المتحركة.,general,[],[],في البيوت القديمة، تتكون الأبواب من 'لانتين' (ضلفتين) تُغلقان معاً.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 117,"[{""f"": ""أغلق ضلفة الباب لكي لا يدخل الغبار."", ""h"": ""صك اللانه حقت الباب لا يدخل الغبار.""}]",[],"[""daily life"", ""architecture"", ""window""]","الكلمة: اَللَّانَه (اللانه)
الجذر: لان
الفصحى: ردفة الباب أو النافذة
المعنى: أحد أجزاء الباب أو النافذة الخشبية، وهي الضلفة أو الردفة المتحركة.
مثال: صك اللانه حقت الباب لا يدخل الغبار.
الوسوم: daily life، architecture، window
ملاحظة: في البيوت القديمة، تتكون الأبواب من 'لانتين' (ضلفتين) تُغلقان معاً."
790,لَامَا,لاما,lama,لما,Expression,expression,إذا لم,أداة شرط بمعنى 'إذا لم'، وتستخدم كثيراً في الأمثال الشعبية.,general,[],[],تنطق بفتح اللام والميم، وتستخدم للتحذير أو ربط النتيجة بعدم وقوع الفعل.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 117,"[{""f"": ""إذا لم تأتِ اليوم ستضيع عليك الفرصة."", ""h"": ""لاما جيت اليوم باتروح عليك الفرصة.""}]","[""الحجام لاما لحق حاجة حجم لأمه""]","[""expressions"", ""grammar"", ""if""]","الكلمة: لَامَا (لاما)
الجذر: لما
الفصحى: إذا لم
المعنى: أداة شرط بمعنى 'إذا لم'، وتستخدم كثيراً في الأمثال الشعبية.
مثال: لاما جيت اليوم باتروح عليك الفرصة.
الوسوم: expressions، grammar، if
ملاحظة: تنطق بفتح اللام والميم، وتستخدم للتحذير أو ربط النتيجة بعدم وقوع الفعل."
791,لَكْعَة,لكعة,lk3h,لكع,Noun,object,اللسعة / الكلام الجارح,تأتي بمعنى الضرب الخفيف أو اللسع، وتستخدم مجازاً للكلام الجارح الذي يوجه لشخص بطريقة غير مباشرة.,general,[],[],تستخدم في السياق الاجتماعي لوصف الشخص الذي يرمي كلمات قوية (لكعات) بهدف إحراج الطرف الآخر.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 117,"[{""f"": ""وجه لي كلاماً جارحاً في منتصف الحديث."", ""h"": ""رمى عليّ لكعة في وسط الهرج.""}]",[],"[""social interaction"", ""communication"", ""lash""]","الكلمة: لَكْعَة (لكعة)
الجذر: لكع
الفصحى: اللسعة / الكلام الجارح
المعنى: تأتي بمعنى الضرب الخفيف أو اللسع، وتستخدم مجازاً للكلام الجارح الذي يوجه لشخص بطريقة غير مباشرة.
مثال: رمى عليّ لكعة في وسط الهرج.
الوسوم: social interaction، communication، lash
ملاحظة: تستخدم في السياق الاجتماعي لوصف الشخص الذي يرمي كلمات قوية (لكعات) بهدف إحراج الطرف الآخر."
